Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Estimates Start After
Nepal,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: FY2022/23 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: August/July. Fiscal year starts on July 16th, and ends July 15th the following year Base year: FY2010/11. Data prior to 2010/11 were estimated by IMF staff by using data splicing Chain-weighted: No Primary domestic currency: Nepalese rupee Data last updated: 08/2023",10.891,4.561,11.889,20.488,27.677,23.142,20.664,21.723,22.718,21.669,18.454,20.708,21.251,23.239,23.074,25.579,27.321,25.604,25.208,21.051,24.234,24.256,22.508,23.615,26.453,28.04,28.58,30.272,31.898,32.962,38.953,27.81,28.603,29.677,30.986,31.277,28.241,37.325,39.548,41.379,30.44,2023
Netherlands,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 08/2023",23.569,20.777,19.706,20.428,20.641,21.115,22.641,22.71,23.979,24.67,24.226,23.373,23.309,21.466,21.687,21.728,22.561,22.843,22.944,23.217,22.57,22.718,21.009,20.488,20.321,20.454,21.024,23.349,22.331,20.721,20.222,20.04,18.725,18.51,17.913,22.475,20.488,20.593,20.958,22.096,21.756,2022
New Zealand,Total investment,Percent of GDP,,"Source: National Statistics Office. Statistics New Zealand Latest actual data: 2022. Authorities' actual annual data are April/March recalculated using quarterly data as Jan/Dec Notes: Starting with the April 2021 WEO, real GDP data and forecasts are reported on a production basis. Nominal GDP data are reported on expenditure basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to calendar years Reporting in calendar year: Yes. Annual CY data are reconstructed from quarterly data Start/end months of reporting year: January/December Base year: 2009. The base year is 2009Q2 to 2010Q1 Chain-weighted: Yes, from 1987 Primary domestic currency: New Zealand dollar Data last updated: 09/2023",23.365,21.294,22.921,23.981,29.359,27.622,25.062,23.331,20.833,23.074,21.392,17.141,18.536,20.909,22.379,23.321,23.443,23.165,21.066,22.577,22.638,21.799,23.376,23.627,25.313,25.455,23.85,24.797,23.703,19.586,20.33,20.051,21.309,22.037,22.835,23.011,22.977,23.279,24.226,24.005,22.204,2022
Nicaragua,Total investment,Percent of GDP,,"Source: Central Bank Latest actual data: 2022. Real sector indicators may be lagged by one or two quarters Notes: Due to political and economic events (civil war and hyperinflation) data prior to 1995 are less reliable. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 1994. annual overlap Primary domestic currency: Nicaraguan CÛrdoba Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.397,14.677,14.145,17.35,19.294,22.131,25.158,25.107,33.003,26.953,25.355,22.029,22.074,24.057,25.99,28.253,31.304,33.602,23.2,24.84,30.983,31.012,32.378,28.879,33.477,31.095,29.915,24.075,17.831,19.423,2022
Niger,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021. 2021 National Accounts reflect preliminary estimates from the authorities National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 09/2023,23.398,17.552,16.671,10.698,3.557,10.392,9.445,9.549,15.267,11.529,11.355,12.146,8.538,6.556,13.027,12.075,14.721,13.679,14.671,11.236,13.185,13.833,14.668,13.976,12.54,19.394,19.865,18.966,26.509,28.551,32.722,31.676,29.378,29.767,31.213,32.368,28.637,26.221,29.025,30.233,31.222,2021
Nigeria,Total investment,Percent of GDP,,"Source: National Statistics Office. Official re-based (2010) data for 2010-13 was published in July 2014, based on SNA 2008. Official back casted data were published in July 2016 and 1990-2009 nominal and real GDP numbers were updated. However expenditure components of GDP are still IMF staff estimates and are subject to revision with official back casted data. Latest actual data: 2022 Notes: Official back casted data were published in July 2016 and 1990-2009 nominal and real GDP numbers were updated. However expenditure components of GDP are still IMF staff estimates and are subject to revision with official back casted data. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Nigerian naira Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.192,12.234,13.36,13.153,10.654,11.601,11.878,13.25,16.042,17.915,14.361,15.14,20.072,17.546,16.553,15.576,16.268,18.654,15.611,19.418,17.291,16.212,14.908,14.904,15.803,15.49,15.367,15.475,19.814,25.416,27.497,2022
North Macedonia,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1980 Primary domestic currency: Norwegian krone Data last updated: 09/2023",28.534,27.98,28.941,26.57,27.726,27.698,33.118,31.69,30.635,27.639,24.758,22.306,21.628,22.148,23.011,24.198,22.893,25.191,28.244,24.571,21.811,20.543,20.322,19.42,21.502,22.415,23.923,27.063,25.77,24.281,24.974,25.433,25.861,27.318,27.199,26.908,27.713,27.541,27.717,29.6,31.347,2022
Oman,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Omani rial Data last updated: 09/2023,20.536,21.157,24.408,24.274,24.936,25.151,26.153,15.675,15.228,14.122,14.909,16.126,17.606,19.527,16.816,16.103,15.567,19.075,37.947,27.644,22.586,23.577,25.966,29.389,33.61,28.418,33.61,39.771,42.027,34.062,29.391,27.812,30.232,32.367,28.949,36.376,36.076,33.843,31.675,26.866,27.621,2022
Pakistan,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: FY2021/22. Fiscal year data are mapped to calendar year as follows: FY(t/t+1) = CY(t+1) National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Real GDP is based on factor costs whereas nominal GDP is based on market prices. Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June Base year: FY2015/16. Data before 2001 were extended backwards using growth rates for overall GDP and expenditure component shares of the original series. Real GDP is based on factor costs whereas nominal GDP is based on market prices. As a result, any calculated GDP deflator using these the two different concepts will not be accurate. Chain-weighted: No Primary domestic currency: Pakistan rupee Data last updated: 09/2023",18.305,16.825,17.097,16.785,16.318,16.327,16.84,17.262,16.248,17.099,17.221,17.314,18.428,18.962,17.79,16.877,17.279,16.294,15.973,14.122,16.311,15.997,14.962,15.315,15.651,16.266,18.282,17.536,17.996,17.578,15.962,14.632,15.169,14.982,14.908,15.811,15.936,16.333,17.068,15.5,14.816,2022
Palau,Total investment,Percent of GDP,,Source: Ministry of Finance or Treasury Latest actual data: FY2021/22 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Start/end months of reporting year: October/September Base year: FY2018/19 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 09/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65.218,49.409,50.864,48.153,48.2,43.783,39.057,35.576,32.084,26.021,26.102,30.004,28.192,24.539,31.362,28.41,28.915,32.769,28.51,34.239,41.881,2022
Panama,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018. The deflator in base year 2018 is not exactly 100 because of data splicing. In February 2023 the authorities published new national accounts with a base year of 2018. The new methodology uses chain-linked volume measures as opposed to constant prices. The authorities did not publish data for years before 2018 for the re-based series, but the team extended the series using the growth rates of the previous series with base 2007. Chain-weighted: Yes, from 2018 Primary domestic currency: US dollar Data last updated: 09/2023",27.878,31.364,28.68,24.815,18.654,19.344,20.244,24.335,6.676,3.934,11.887,17.758,23.413,29.131,29.642,31.401,30.351,29.442,31.493,30.198,28.422,20.612,18.405,22.428,22.036,21.806,23.252,35.216,41.21,31.233,37.248,37.707,42.68,43.351,43.926,42.493,40.263,41.558,41.238,38.128,24.798,2022
Papua New Guinea,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,Total investment,Percent of GDP,,"Source: Central Bank Latest actual data: 2022 Notes: Before 2008, GDP data were constructed backward using the new 2014 base year. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: Paraguayan guaranÌ Data last updated: 09/2023",28.783,28.831,25.627,21.442,22.932,21.984,25.023,25.058,24.366,23.844,22.865,19.109,18.493,19.669,24.414,22.021,22.129,22.918,20.112,18.971,17.339,17.968,18.1,20.627,20.068,20.903,21.95,21.325,22.248,18.916,23.835,24.662,21.264,22.017,22.659,21.879,19.806,20.6,22.782,21.685,20.041,2022
Peru,Total investment,Percent of GDP,,Source: Central Bank Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Peruvian sol Data last updated: 09/2023,27.026,32.171,31.315,22.24,18.962,17.04,19.839,20.638,24.039,17.911,15.205,15.9,16.014,17.795,20.969,21.672,19.726,21.134,20.841,18.184,17.443,16.506,16.682,17.227,16.121,15.387,18.799,22.267,27.006,20.704,24.627,24.439,24.256,25.909,25.124,24.293,22.695,21.448,22.386,21.823,19.858,2022
Philippines,Total investment,Percent of GDP,,Source: National Statistics Office. accessed via Haver Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Philippine peso Data last updated: 09/2023,23.435,21.975,22.352,23.685,17.254,12.125,12.758,14.525,15.113,17.812,23.332,19.717,20.748,23.186,23.311,21.794,23.282,24.065,19.989,16.201,15.684,18.945,20.459,19.529,20.731,18.567,16.015,16.129,18.967,17.432,20.442,20.74,19.561,20.642,20.924,21.341,24.619,25.559,27.151,26.402,17.433,2022
Poland,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2015 Primary domestic currency: Polish zloty Data last updated: 09/2023",n/a,n/a,n/a,n/a,27.386,28.773,23.662,23.958,27.366,24.082,25.243,19.381,14.75,15.134,17.246,18.45,20.579,23.094,24.701,24.895,24.494,20.463,18.409,18.805,20.23,19.888,21.678,25.196,24.649,20.56,20.977,22.453,20.969,19.301,20.975,20.984,20.222,20.021,21.45,20.497,18.759,2022
Portugal,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2023",36.439,38.197,38.276,32.554,27.261,25.95,25.511,30.02,31.724,29.862,30.433,27.17,27.24,23.947,24.708,24.193,24.408,26.524,28.317,29.028,28.777,28.158,25.904,23.115,23.824,23.359,22.926,23.1,23.579,20.843,21.126,18.598,15.702,14.632,15.317,15.855,15.833,17.227,18.29,18.493,19.117,2022
Puerto Rico,Total investment,Percent of GDP,,Source: National Statistics Office. Puerto Rico Planning Board Latest actual data: FY2020/21 National accounts manual used: Other GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June Base year: 1954 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 08/2023,17.136,14.338,9.037,10.108,13.753,12.325,10.281,13.715,15.587,17.277,16.954,15.598,15.453,16.049,16.329,16.869,17.455,18.566,16.918,20.7,19.714,17.453,15.988,15.322,15.317,14.596,13.991,13.391,12.146,10.431,9.16,10.07,10.335,9.529,8.941,8.599,8.075,7.793,15.331,15.349,11.369,2021
Qatar,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Total investment,Percent of GDP,,"Source: National Statistics Office. Source: Eurostat and National Institute of Statistics. Minor differences between National Statistical Office and Eurostat. Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000 Primary domestic currency: Romanian leu Data last updated: 09/2023",28.13,25.941,28.042,29.875,30.705,33.572,34.916,32.359,28.927,27.382,30.525,28.186,31.653,29.162,25.155,24.657,26.267,21.041,18.101,15.649,19.67,22.756,22.173,23.195,24.217,22.931,27.467,31.337,33.093,27.196,27.003,27.675,26.58,25.273,24.976,25.522,23.741,23.935,23.35,24.289,24.534,2022
